item,price,holdEffect,holdEffectParam,pluckEffect,flingEffect,flingPower,naturalGiftPower,naturalGiftType,prevent_toss,selectable,fieldPocket,battlePocket,fieldUseFunc,battleUseFunc,partyUse,slp_heal,psn_heal,brn_heal,frz_heal,prz_heal,cfs_heal,inf_heal,guard_spec,revive,revive_all,level_up,evolve,atk_stages,def_stages,spatk_stages,spdef_stages,speed_stages,accuracy_stages,critrate_stages,pp_up,pp_max,pp_restore,pp_restore_all,hp_restore,hp_ev_up,atk_ev_up,def_ev_up,speed_ev_up,spatk_ev_up,spdef_ev_up,friendship_mod_lo,friendship_mod_med,friendship_mod_hi,hp_ev_up_param,atk_ev_up_param,def_ev_up_param,speed_ev_up_param,spatk_ev_up_param,spdef_ev_up_param,hp_restore_param,pp_restore_param,friendship_mod_lo_param,friendship_mod_med_param,friendship_mod_hi_param
ITEM_WATER_STONE,2100,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_LEAF_STONE,2100,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_TINYMUSHROOM,500,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BIG_MUSHROOM,5000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_PEARL,1400,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BIG_PEARL,7500,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_STARDUST,2000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_STAR_PIECE,9800,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_NUGGET,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_HEART_SCALE,100,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_HONEY,100,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,14,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_GROWTH_MULCH,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_DAMP_MULCH,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_STABLE_MULCH,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_GOOEY_MULCH,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_ROOT_FOSSIL,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_CLAW_FOSSIL,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_HELIX_FOSSIL,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_DOME_FOSSIL,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_OLD_AMBER,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_ARMOR_FOSSIL,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_SKULL_FOSSIL,1000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_RARE_BONE,10000,HOLD_EFFECT_NONE,0,0,0,100,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_SHINY_STONE,2100,HOLD_EFFECT_NONE,0,0,0,80,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_DUSK_STONE,2100,HOLD_EFFECT_NONE,0,0,0,80,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_DAWN_STONE,2100,HOLD_EFFECT_NONE,0,0,0,80,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_OVAL_STONE,2100,HOLD_EFFECT_NONE,0,0,0,80,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_ODD_KEYSTONE,2100,HOLD_EFFECT_NONE,0,0,0,80,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_GRISEOUS_ORB,10000,HOLD_EFFECT_GIRATINA_BOOST,20,0,0,60,0,31,false,false,POCKET_ITEMS,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_ADAMANT_ORB,10000,HOLD_EFFECT_DIALGA_BOOST,20,0,0,60,0,31,false,false,POCKET_ITEMS,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_LUSTROUS_ORB,10000,HOLD_EFFECT_PALKIA_BOOST,20,0,0,60,0,31,false,false,POCKET_ITEMS,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_GRASS_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_FLAME_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BUBBLE_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLOOM_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,true,true,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_TUNNEL_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_STEEL_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,true,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_HEART_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,false,true,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_SNOW_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,true,true,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_SPACE_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,false,false,false,true,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_AIR_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,true,false,false,true,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_MOSAIC_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,false,true,false,true,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BRICK_MAIL,50,HOLD_EFFECT_NONE,0,0,0,0,0,31,false,false,POCKET_MAIL,0,7,0,0,true,true,false,true,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_CHERI_BERRY,20,HOLD_EFFECT_PRZ_RESTORE,0,1,1,10,60,TYPE_FIRE,false,false,POCKET_BERRIES,8,8,0,1,false,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_CHESTO_BERRY,20,HOLD_EFFECT_SLP_RESTORE,0,2,2,10,60,TYPE_WATER,false,false,POCKET_BERRIES,8,8,0,1,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_PECHA_BERRY,20,HOLD_EFFECT_PSN_RESTORE,0,3,3,10,60,TYPE_ELECTRIC,false,false,POCKET_BERRIES,8,8,0,1,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_RAWST_BERRY,20,HOLD_EFFECT_BRN_RESTORE,0,4,4,10,60,TYPE_GRASS,false,false,POCKET_BERRIES,8,8,0,1,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_ASPEAR_BERRY,20,HOLD_EFFECT_FRZ_RESTORE,0,5,5,10,60,TYPE_ICE,false,false,POCKET_BERRIES,8,8,0,1,false,false,false,true,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_LEPPA_BERRY,20,HOLD_EFFECT_PP_RESTORE,10,6,6,10,60,TYPE_FIGHTING,false,false,POCKET_BERRIES,16,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,10,0,0,0
ITEM_ORAN_BERRY,20,HOLD_EFFECT_HP_RESTORE,10,7,7,10,60,TYPE_POISON,false,false,POCKET_BERRIES,4,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,10,0,0,0,0
ITEM_PERSIM_BERRY,20,HOLD_EFFECT_CONFUSE_RESTORE,0,8,8,10,60,TYPE_GROUND,false,false,POCKET_BERRIES,8,8,0,1,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_LUM_BERRY,20,HOLD_EFFECT_STATUS_RESTORE,0,9,9,10,60,TYPE_FLYING,false,false,POCKET_BERRIES,8,8,0,1,true,true,true,true,true,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_SITRUS_BERRY,20,HOLD_EFFECT_HP_PCT_RESTORE,25,10,10,10,60,TYPE_PSYCHIC,false,false,POCKET_BERRIES,4,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,253,0,0,0,0
ITEM_FIGY_BERRY,20,HOLD_EFFECT_HP_RESTORE_SPICY,8,11,11,10,60,TYPE_BUG,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_WIKI_BERRY,20,HOLD_EFFECT_HP_RESTORE_DRY,8,12,12,10,60,TYPE_ROCK,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_MAGO_BERRY,20,HOLD_EFFECT_HP_RESTORE_SWEET,8,13,13,10,60,TYPE_GHOST,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_AGUAV_BERRY,20,HOLD_EFFECT_HP_RESTORE_BITTER,8,14,14,10,60,TYPE_DRAGON,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_IAPAPA_BERRY,20,HOLD_EFFECT_HP_RESTORE_SOUR,8,15,15,10,60,TYPE_DARK,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_RAZZ_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,60,TYPE_STEEL,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLUK_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_FIRE,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_NANAB_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_WATER,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_WEPEAR_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_ELECTRIC,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_PINAP_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_GRASS,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_POMEG_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_ICE,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,true,false,false,false,false,false,true,true,true,-10,0,0,0,0,0,0,0,10,5,2
ITEM_KELPSY_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_FIGHTING,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,true,false,false,false,false,true,true,true,0,-10,0,0,0,0,0,0,10,5,2
ITEM_QUALOT_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_POISON,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,true,false,false,false,true,true,true,0,0,-10,0,0,0,0,0,10,5,2
ITEM_HONDEW_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_GROUND,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,true,false,true,true,true,0,0,0,0,-10,0,0,0,10,5,2
ITEM_GREPA_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_FLYING,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,true,true,true,true,0,0,0,0,0,-10,0,0,10,5,2
ITEM_TAMATO_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_PSYCHIC,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,0,0,0,-10,0,0,0,0,10,5,2
ITEM_CORNN_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_BUG,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_MAGOST_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_ROCK,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_RABUTA_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_GHOST,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_NOMEL_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_DRAGON,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_SPELON_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_DARK,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_PAMTRE_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,70,TYPE_STEEL,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_WATMEL_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,80,TYPE_FIRE,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_DURIN_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,80,TYPE_WATER,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_BELUE_BERRY,20,HOLD_EFFECT_NONE,0,0,0,10,80,TYPE_ELECTRIC,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_OCCA_BERRY,20,HOLD_EFFECT_WEAKEN_SE_FIRE,0,0,0,10,60,TYPE_FIRE,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_PASSHO_BERRY,20,HOLD_EFFECT_WEAKEN_SE_WATER,0,0,0,10,60,TYPE_WATER,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_WACAN_BERRY,20,HOLD_EFFECT_WEAKEN_SE_ELECTRIC,0,0,0,10,60,TYPE_ELECTRIC,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_RINDO_BERRY,20,HOLD_EFFECT_WEAKEN_SE_GRASS,0,0,0,10,60,TYPE_GRASS,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
ITEM_YACHE_BERRY,20,HOLD_EFFECT_WEAKEN_SE_ICE,0,0,0,10,60,TYPE_ICE,false,false,POCKET_BERRIES,0,8,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
