#name,type,value
COS296,fx32,0.438371146789077
COS297,fx32,0.453990499739547
COS298,fx32,0.46947156278589
COS299,fx32,0.484809620246337
COS300,fx32,0.5
COS301,fx32,0.515038074910054
COS302,fx32,0.529919264233205
COS303,fx32,0.544639035015027
COS304,fx32,0.559192903470747
COS305,fx32,0.573576436351046
COS306,fx32,0.587785252292473
COS307,fx32,0.601815023152048
COS308,fx32,0.615661475325659
COS309,fx32,0.629320391049838
COS310,fx32,0.642787609686539
COS311,fx32,0.656059028990507
COS312,fx32,0.669130606358858
COS313,fx32,0.681998360062499
COS314,fx32,0.694658370458997
COS315,fx32,0.707106781186547
COS316,fx32,0.719339800338651
COS317,fx32,0.731353701619171
COS318,fx32,0.743144825477394
COS319,fx32,0.754709580222772
COS320,fx32,0.766044443118978
COS321,fx32,0.777145961456971
COS322,fx32,0.788010753606722
COS323,fx32,0.798635510047293
COS324,fx32,0.809016994374947
COS325,fx32,0.819152044288992
COS326,fx32,0.829037572555042
COS327,fx32,0.838670567945424
COS328,fx32,0.848048096156426
COS329,fx32,0.857167300702112
COS330,fx32,0.866025403784438
COS331,fx32,0.874619707139396
COS332,fx32,0.882947592858927
COS333,fx32,0.891006524188368
COS334,fx32,0.898794046299167
COS335,fx32,0.90630778703665
COS336,fx32,0.913545457642601
COS337,fx32,0.92050485345244
COS338,fx32,0.927183854566787
COS339,fx32,0.933580426497202
COS340,fx32,0.939692620785908
COS341,fx32,0.945518575599317
COS342,fx32,0.951056516295154
COS343,fx32,0.956304755963035
COS344,fx32,0.961261695938319
COS345,fx32,0.965925826289068
COS346,fx32,0.970295726275996
COS347,fx32,0.974370064785235
COS348,fx32,0.978147600733806
COS349,fx32,0.981627183447664
COS350,fx32,0.984807753012208
COS351,fx32,0.987688340595138
COS352,fx32,0.99026806874157
COS353,fx32,0.992546151641322
COS354,fx32,0.994521895368273
COS355,fx32,0.996194698091746
COS356,fx32,0.997564050259824
COS357,fx32,0.998629534754574
COS358,fx32,0.999390827019096
COS359,fx32,0.999847695156391
