mapname,rate_walk,rate_surf,rate_smash,rate_oldrod,rate_goodrod,rate_superrod,land_lvl0,land_lvl1,land_lvl2,land_lvl3,land_lvl4,land_lvl5,land_lvl6,land_lvl7,land_lvl8,land_lvl9,land_lvl10,land_lvl11,land_species_morn0,land_species_morn1,land_species_morn2,land_species_morn3,land_species_morn4,land_species_morn5,land_species_morn6,land_species_morn7,land_species_morn8,land_species_morn9,land_species_morn10,land_species_morn11,land_species_day0,land_species_day1,land_species_day2,land_species_day3,land_species_day4,land_species_day5,land_species_day6,land_species_day7,land_species_day8,land_species_day9,land_species_day10,land_species_day11,land_species_nite0,land_species_nite1,land_species_nite2,land_species_nite3,land_species_nite4,land_species_nite5,land_species_nite6,land_species_nite7,land_species_nite8,land_species_nite9,land_species_nite10,land_species_nite11,hoenn1,hoenn2,sinnoh1,sinnoh2,lvl_min_surf0,lvl_max_surf0,species_surf0,lvl_min_surf1,lvl_max_surf1,species_surf1,lvl_min_surf2,lvl_max_surf2,species_surf2,lvl_min_surf3,lvl_max_surf3,species_surf3,lvl_min_surf4,lvl_max_surf4,species_surf4,lvl_min_smash0,lvl_max_smash0,species_smash0,lvl_min_smash1,lvl_max_smash1,species_smash1,lvl_min_oldrod0,lvl_max_oldrod0,species_oldrod0,lvl_min_oldrod1,lvl_max_oldrod1,species_oldrod1,lvl_min_oldrod2,lvl_max_oldrod2,species_oldrod2,lvl_min_oldrod3,lvl_max_oldrod3,species_oldrod3,lvl_min_oldrod4,lvl_max_oldrod4,species_oldrod4,lvl_min_goodrod0,lvl_max_goodrod0,species_goodrod0,lvl_min_goodrod1,lvl_max_goodrod1,species_goodrod1,lvl_min_goodrod2,lvl_max_goodrod2,species_goodrod2,lvl_min_goodrod3,lvl_max_goodrod3,species_goodrod3,lvl_min_goodrod4,lvl_max_goodrod4,species_goodrod4,lvl_min_superrod0,lvl_max_superrod0,species_superrod0,lvl_min_superrod1,lvl_max_superrod1,species_superrod1,lvl_min_superrod2,lvl_max_superrod2,species_superrod2,lvl_min_superrod3,lvl_max_superrod3,species_superrod3,lvl_min_superrod4,lvl_max_superrod4,species_superrod4,swarm_species0,swarm_species1,swarm_species2,swarm_species3
D22R0101,25,0,0,0,0,0,10,10,10,10,12,12,12,12,10,14,10,14,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_WEEDLE,SPECIES_KAKUNA,SPECIES_SUNKERN,SPECIES_SUNKERN,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_SUNKERN,SPECIES_PIDGEY,SPECIES_SUNKERN,SPECIES_PIDGEY,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_WEEDLE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D22R0102,25,0,0,0,0,0,10,10,10,10,12,12,12,12,10,14,10,14,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,SPECIES_WEEDLE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_WEEDLE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
R36,25,0,0,0,0,0,12,12,12,12,13,13,13,13,13,15,13,15,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_VULPIX,SPECIES_VULPIX,SPECIES_STANTLER,SPECIES_PIDGEY,SPECIES_STANTLER,SPECIES_PIDGEY,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_VULPIX,SPECIES_VULPIX,SPECIES_STANTLER,SPECIES_VULPIX,SPECIES_STANTLER,SPECIES_VULPIX,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_NIDORAN_F,SPECIES_NIDORAN_M,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_VULPIX,SPECIES_VULPIX,SPECIES_STANTLER,SPECIES_HOOTHOOT,SPECIES_STANTLER,SPECIES_HOOTHOOT,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_NIDORAN_F,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
R37,25,0,0,0,0,0,13,15,13,15,15,15,14,14,15,15,15,15,SPECIES_LEDYBA,SPECIES_STANTLER,SPECIES_LEDYBA,SPECIES_STANTLER,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_VULPIX,SPECIES_VULPIX,SPECIES_LEDYBA,SPECIES_LEDYBA,SPECIES_LEDYBA,SPECIES_LEDYBA,SPECIES_PIDGEY,SPECIES_STANTLER,SPECIES_PIDGEY,SPECIES_STANTLER,SPECIES_PIDGEY,SPECIES_PIDGEY,SPECIES_VULPIX,SPECIES_VULPIX,SPECIES_PIDGEOTTO,SPECIES_VULPIX,SPECIES_PIDGEOTTO,SPECIES_VULPIX,SPECIES_HOOTHOOT,SPECIES_STANTLER,SPECIES_HOOTHOOT,SPECIES_STANTLER,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_VULPIX,SPECIES_VULPIX,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_HOOTHOOT,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_LEDYBA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
T27,0,15,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,15,25,SPECIES_POLIWAG,10,20,SPECIES_POLIWAG,15,25,SPECIES_POLIWHIRL,15,25,SPECIES_POLIWHIRL,15,25,SPECIES_POLIWHIRL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,SPECIES_NONE,SPECIES_POLIWAG,SPECIES_POLIWAG,SPECIES_MAGIKARP
D18R0101,10,0,0,0,0,0,13,14,13,14,15,15,14,14,16,15,16,15,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_KOFFING,SPECIES_RATICATE,SPECIES_KOFFING,SPECIES_RATICATE,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_KOFFING,SPECIES_RATICATE,SPECIES_KOFFING,SPECIES_RATICATE,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_KOFFING,SPECIES_RATICATE,SPECIES_KOFFING,SPECIES_RATICATE,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D18R0102,10,0,0,0,0,0,14,14,14,14,16,16,16,16,15,14,15,14,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_KOFFING,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_MAGMAR,SPECIES_ZUBAT,SPECIES_MAGMAR,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_KOFFING,SPECIES_KOFFING,SPECIES_MAGMAR,SPECIES_MAGMAR,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_KOFFING,SPECIES_KOFFING,SPECIES_KOFFING,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZUBAT,SPECIES_MAGMAR,SPECIES_ZUBAT,SPECIES_MAGMAR,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0102,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0103,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0104,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0105,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0106,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0107,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D17R0108,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
